Author,Reported_Degree,Actual_Degree,Strength
M. Syarief,3,3,3
Opik Taupik Kurahman,3,3,3
Arief Fatchul Huda,3,3,3
Wahyudin Darmalaksana,3,3,3
João Filgueiras,8,8,13
Luís Barbosa,8,8,13
Luís Paulo Reis,6,6,6
Ana Maria Oliveira,8,8,13
Leilan Zhang,1,1,1
Qiang Zhou,1,1,1
Qiao Li,1,1,1
Junming Liu,1,1,1
Sergei P. Prokhorov,1,1,1
Victor Safronov,1,1,1
Bern Jonathan,2,2,2
Jay Idoan Sihotang,2,2,2
S. Martin,2,2,2
S. M. J. Zafra,3,3,3
Noa P. Cruz Díaz,6,6,7
M. T. M. Valdivia,3,3,3
Prabhakar Gupta,3,3,3
Mayank Sharma,3,3,3
Kartik Pitale,3,3,3
Keshav Kumar,3,3,3
Trung-Tin Huynh,0,0,0
Tianyuan Zhou,2,2,2
João Sedoc,5,5,8
J. Rodu,2,2,2
Guillermo Santamaría-Bonfil,1,1,1
Orlando Grabiel Toledano López,1,1,1
Zabit Hameed,2,2,2
I. Ruiz,2,2,2
S. Manoharan,1,1,2
Canlin Zhang,2,2,2
Xiuwen Liu,3,3,3
Daniel Bis,2,2,2
A. Aliwy,1,1,1
Hawraa A. Taher,1,1,1
Ben Adler,1,1,1
Giacomo Boscaini-Gilroy,1,1,1
Ngoc-Quan Pham,4,4,4
Rongtao Huang,4,4,4
Bowei Zou,6,6,7
Hongling Wang,4,4,4
Peifeng Li,8,8,13
David Gaddy,1,1,1
Meng Zhang,5,5,6
Sara Pérez-soler,2,2,2
E. Guerra,2,2,2
J. Lara,2,2,2
Tristan Miller,3,3,3
Liina Pylkkanen,1,1,1
Debapratim Das Dawn,2,2,2
S. Shaikh,2,2,2
Tamanna Siddiqui,2,2,2
A. Amer,2,2,2
N. A. Khan,2,2,2
Yumo Xu,6,6,6
Saehan Jo,6,6,12
Weicheng Yu,6,6,12
Daniel Liu,6,6,12
Niyati Mehta,6,6,12
J. Cross,5,5,5
Nopphon Keerativoranan,5,5,5
M. Carlon,5,5,5
